% The multi-feature digit dataset
% -------------------------------
% 
% Oowned and donated by:
% ----------------------
% 
% Robert P.W. Duin
% Department of Applied Physics 
% Delft University of Technology 
% P.O. Box 5046, 2600 GA Delft
% The Netherlands
% 
% email: duin@ph.tn.tudelft.nl
% http : //www.ph.tn.tudelft.nl/~duin
% tel +31 15 2786143
% 
% Usage
% -----
% A slightly different version of the database is used in
% 
% M. van Breukelen, R.P.W. Duin, D.M.J. Tax, and J.E. den Hartog, Handwritten
%      digit recognition by combined classifiers, Kybernetika, vol. 34, no. 4,
%      1998, 381-386.
% 
% M. van Breukelen and R.P.W. Duin, Neural Network Initialization by Combined
%      Classifiers, in: A.K. Jain, S. Venkatesh, B.C. Lovell (eds.), ICPR'98,
%      Proc. 14th Int. Conference on Pattern Recognition (Brisbane, Aug. 16-20),
% 
% The database as it is is used in:
% 
% A.K. Jain, R.P.W. Duin, J. Mao, Statisitcal Pattern Recognition: A Review,
%      in preparation
% 
% Description
% -----------
% 
% This dataset consists of features of handwritten numerals (`0'--`9')
% extracted from a collection of Dutch utility maps. 200 patterns per
% class (for a total of 2,000 patterns) have been digitized in  binary
% images. These digits are represented in terms of the following six
% feature sets (files): 
% 
% 1. mfeat-fou: 76 Fourier coefficients of the character shapes; 
% 2. mfeat-fac: 216 profile correlations; 
% 3. mfeat-kar: 64 Karhunen-Love coefficients; 
% 4. mfeat-pix: 240 pixel averages in 2 x 3 windows; 
% 5. mfeat-zer: 47 Zernike moments; 
% 6. mfeat-mor: 6 morphological features. 
% 
% In each file the 2000 patterns are stored in ASCI on 2000 lines. The
% first 200 patterns are of class `0', followed by sets of 200 patterns
% for each of the classes `1' - `9'. Corresponding patterns in different
% feature sets (files) correspond to the same original character.
% 
% The source image dataset is lost. Using the pixel-dataset (mfeat-pix)
% sampled versions of the original images may be obtained (15 x 16 pixels).
% 
% Total number of instances:
% --------------------------
% 2000 (200 instances per class)
% 
% Total number of attributes:
% ---------------------------
% 649 (distributed over 6 datasets,see above)
% 
% no missing attributes
% 
% Total number of classes:
% ------------------------
% 10
% 
% Format:
% ------
% 6 files, see above.
% Each file contains 2000 lines, one for each instance.
% Attributes are SPACE separated and can be loaded by Matlab as
% > load filename
% No missing attributes. Some are integer, others are real.
% 
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation mfeat

@attribute att1 REAL
@attribute att2 REAL
@attribute att3 REAL
@attribute att4 REAL
@attribute att5 REAL
@attribute att6 REAL
@attribute att7 REAL
@attribute att8 REAL
@attribute att9 REAL
@attribute att10 REAL
@attribute att11 REAL
@attribute att12 REAL
@attribute att13 REAL
@attribute att14 REAL
@attribute att15 REAL
@attribute att16 REAL
@attribute att17 REAL
@attribute att18 REAL
@attribute att19 REAL
@attribute att20 REAL
@attribute att21 REAL
@attribute att22 REAL
@attribute att23 REAL
@attribute att24 REAL
@attribute att25 REAL
@attribute att26 REAL
@attribute att27 REAL
@attribute att28 REAL
@attribute att29 REAL
@attribute att30 REAL
@attribute att31 REAL
@attribute att32 REAL
@attribute att33 REAL
@attribute att34 REAL
@attribute att35 REAL
@attribute att36 REAL
@attribute att37 REAL
@attribute att38 REAL
@attribute att39 REAL
@attribute att40 REAL
@attribute att41 REAL
@attribute att42 REAL
@attribute att43 REAL
@attribute att44 REAL
@attribute att45 REAL
@attribute att46 REAL
@attribute att47 REAL
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.01289705,1.08259814,18.18015605,53.55322275,95.56475787,225.39073306,242.86137376,0.06028501,2.41623583,25.11531492,37.78263468,111.78261954,80.76476169,0.12596139,4.91950738,25.65239013,89.03159115,122.20656243,26.61846562,0.30075622,7.85176028,36.17659082,126.21272372,34.23469330,0.65212492,8.09900682,69.55665985,289.03707276,167.55393826,1.18296301,16.59704397,103.86303250,53.84076043,1.26642852,32.05967310,342.48306574,5.02112773,3.33313760,53.10847469,83.71850004,6.80392871,218.28967916,315.69186188,12.72250152,66.45262041,61.93352050,450.07744337,3
0.07176352,1.04083819,8.84805086,72.02842930,114.53853089,204.12590997,252.93968643,0.25578394,4.58204541,21.96571913,42.99792716,48.06974461,69.69617245,0.13660110,3.48450433,52.18789558,200.90326443,147.79140185,82.88722780,0.61187562,7.44821854,25.16847140,27.44591236,11.54040615,0.57646737,20.75559823,174.23999042,275.05381731,84.64601053,1.19480304,10.07772303,16.90872019,51.53876656,3.74154894,84.35995802,356.30540482,21.26994843,1.96102830,8.92940842,56.35787223,18.52219043,243.15853871,231.19358806,2.36872289,33.00922637,71.95508615,369.74451924,3
0.14870311,3.10830349,44.16523642,119.62848272,123.54527779,244.54614606,396.25593767,0.21938938,4.19967420,7.54422343,130.00846106,192.31877306,180.48187390,0.39974628,13.75758345,75.64118363,67.44546225,203.16938617,167.55307540,0.54417672,3.16463565,76.21817162,162.33113806,181.37172230,2.01827285,28.65793493,34.09430679,269.83030951,117.63238154,0.56824400,28.69201795,105.65555288,121.67368205,5.06467440,15.93819479,363.18036677,86.69679017,5.23758553,47.05149057,56.80208557,3.82231516,256.19161958,245.32790090,10.50119055,36.14204959,77.09318652,457.93863879,3
0.00833634,0.41778228,7.69823392,26.60578943,82.59533785,256.41671199,204.64367125,0.05171431,2.03878072,14.93019717,20.15849670,165.76801691,139.26064283,0.04421662,1.87080947,12.11421746,86.92168266,98.42625599,49.30181372,0.25058086,4.55653366,8.39768838,127.78176360,55.87219791,0.22887842,4.17424676,78.45868887,238.53825137,174.62853718,0.67410234,3.09338956,77.68772081,24.02837223,0.72024394,38.17403861,309.16165797,7.69683968,0.61405932,32.65887107,32.23927146,8.30713800,202.61958919,304.84694258,6.95743644,22.83902307,58.11902067,432.99004030,3
0.06198903,2.86240746,31.71401836,46.79087686,46.38093046,282.88532407,239.86560654,0.24552539,3.87594532,2.82259448,104.14037160,274.13320738,237.64198035,0.34640152,9.55777898,32.16916774,56.76751794,141.71684043,3.01551017,0.51783949,0.42611767,54.04191746,190.74149705,147.46081158,1.37091857,12.64087298,65.83617312,213.15238162,195.99981124,0.09252461,19.57027666,108.01284024,48.40422299,2.27478299,34.78314843,332.09169798,58.94974669,3.58219042,47.05001663,75.26261281,7.90047730,236.83137030,312.09832276,10.92508684,71.24163897,71.03395793,502.86065167,3
0.09744514,3.17534206,27.79711249,65.39251248,152.99039578,15.99447067,225.36891998,0.20980145,5.08185591,30.99926976,89.43509751,185.96801879,59.88065391,0.39229377,8.40906069,42.08393862,179.69299221,136.39749467,115.52101614,0.68961066,10.31831628,42.05890079,173.87808773,157.57830330,1.21494321,16.07312226,136.97758503,306.10323822,19.55048142,1.63642081,12.92885308,112.81325892,166.03298177,2.85458523,62.84608200,350.43855691,115.68741606,2.02211176,48.18223391,112.54477384,13.44607788,226.17798752,345.49704771,10.30410553,62.04471605,65.23517994,433.44151010,3
0.01882456,0.96606862,9.63492133,29.53572441,94.72889375,340.68002406,14.72918150,0.07095026,1.84969603,7.32963264,67.80599499,210.80904681,211.31762449,0.11065532,2.61172790,15.23542399,122.35139080,119.02996470,194.37847955,0.22309300,2.59389615,40.79108769,179.34277117,125.41164511,0.34716894,5.20202640,98.00367643,201.21045734,254.83958421,0.42403230,15.70687690,121.80046218,61.92952734,0.86648511,45.39285314,308.35881718,0.05580008,2.90806987,56.22069293,61.30712666,9.67572419,212.33985463,394.18934490,12.78578431,47.35856149,62.23435565,544.37833987,3
0.07210095,1.82565585,11.09619176,28.26679190,104.17370888,213.05355771,331.58605505,0.09228537,1.92311128,5.76259107,58.92792922,135.76387229,56.96236169,0.22060672,3.46745568,23.95465852,147.50747793,146.94266212,126.63778279,0.21487189,1.51890586,41.59353620,164.19980209,76.57979235,0.50773544,10.10618199,129.14881505,266.14919095,67.37467063,0.24110067,17.06542373,132.34900533,107.17308588,1.87068492,62.93297197,347.13076508,2.97484118,3.25014824,65.62737804,117.35844552,13.84017504,236.20364263,262.80035506,15.36657779,83.30792558,69.62829878,402.61743907,3
0.08065444,2.50038227,41.71472538,109.63162442,86.68715989,264.42228483,317.97005347,0.07183937,1.85045723,6.22105310,86.42681051,254.58806367,206.73251447,0.30440094,12.31131708,64.45369778,16.73468450,141.93846572,47.10418035,0.22989812,1.96986849,41.73898367,198.49042182,144.37496806,1.73689701,23.20371109,26.20749656,213.75124405,198.87331833,0.30278282,13.31121113,117.41060218,63.11911727,3.95503700,17.38948832,332.97911799,100.46947899,2.12699788,47.44396644,30.24909507,4.30958657,238.01066194,264.98342858,9.75253485,30.97383014,71.47063972,472.54375719,3
0.10079128,2.96985334,27.89213978,47.68860481,104.93532500,238.63470934,208.69479219,0.15405540,4.41561894,30.29209285,7.79923010,128.34483194,68.65318082,0.36382681,8.32111195,34.04894770,96.25714013,186.54900163,28.16002256,0.58628769,10.20865962,8.17682817,120.12507921,48.65188547,1.18729476,13.76695069,90.69257147,322.76195894,170.33495376,1.62396164,6.43302502,74.57785685,104.90831299,2.51961166,46.52424490,379.61743647,12.23078930,1.59231123,29.42302198,106.46382044,10.53242426,247.19685642,325.67905881,5.73761378,64.30274728,71.36448261,478.14282640,3
0.01628675,2.13787512,28.53956998,32.02141976,124.80528692,196.84494997,200.54215769,0.16279307,3.35889179,14.95878716,35.35183205,167.47895625,77.11746802,0.24890746,8.06067836,18.59250764,153.44821137,44.23117454,23.50966098,0.43722481,5.44611174,24.88361251,102.80934234,26.38960489,1.10669368,6.84561658,116.59071677,275.93692720,109.54598340,0.90293770,12.52575407,61.77015457,79.26197140,1.19906245,52.43218086,370.16798757,31.76110839,2.71575109,32.04897322,70.58560178,10.99107399,248.50198926,352.67967310,8.29035220,36.05899038,72.46606031,494.14851052,3
0.08256059,3.28316437,30.28784707,49.92575024,86.91605258,203.93889668,139.47612497,0.02623792,2.22536559,12.35039739,43.66431912,174.75483231,120.02509563,0.39189976,8.76620386,30.85927399,151.26010243,6.00808271,35.00608229,0.28723217,4.33610247,16.17191851,120.45121622,54.72376344,1.22365202,11.60781576,127.78618248,275.03238251,150.45716734,0.70641861,3.93717444,68.09851786,113.55969373,2.04536667,60.59310792,381.51826304,25.85532436,0.51079488,27.66622084,115.49434826,13.10871479,259.50034604,384.38226898,5.83091468,68.75912095,76.19290481,539.11614674,3
0.08117277,1.22877918,10.54062263,101.96051938,36.04980947,189.14215435,159.82500239,0.13084266,1.88523958,31.17269314,82.16252157,130.14132790,81.69060816,0.14002775,3.13854146,56.38594087,64.80725682,248.97230408,86.96032251,0.23799699,9.89158023,59.75303571,165.95949768,97.27702874,0.44283140,19.37668628,51.92112512,395.00772911,176.06854116,1.50398360,24.89260941,130.52334742,91.65395946,3.19064539,23.66196487,393.90714123,52.28280011,4.77542599,62.97519724,110.27523411,4.98191890,234.73489927,421.32112073,14.43635982,90.90025837,64.60981325,553.32497053,3
0.05631090,1.43785218,9.57908425,39.86148555,50.24766934,237.84683748,143.89612365,0.06360604,2.31481610,14.04954555,73.58659744,244.31461588,163.55670771,0.16632269,2.69260931,23.62257018,45.74087162,82.23003650,78.08477743,0.29104458,4.54085426,28.86749018,173.59699697,65.15866195,0.36768544,8.47916308,57.27479904,215.18606650,189.64752365,0.70147434,7.85998041,99.06760177,44.06466128,1.43485391,30.62421086,291.82500612,12.39961252,1.17525441,40.89487978,65.75006873,6.96310995,194.83548427,314.61980307,8.81119241,46.25411977,56.44448178,451.06951169,3
0.15829789,4.34489015,35.92590914,50.36545685,129.45517016,269.05606484,273.53448942,0.06483497,2.74739302,20.19969329,15.74520169,93.49854851,38.67056367,0.54312134,11.06829284,39.34641309,92.60002535,199.09098443,84.33735824,0.36963597,6.88530219,9.15697710,108.69404954,56.42202822,1.61677898,16.96551978,95.81690002,239.93098217,112.04941382,1.11385083,4.45275485,75.99741806,95.77218066,3.22615312,52.40001058,323.32377688,53.34676351,1.00908174,32.69084479,94.48904447,12.29370549,228.46784073,223.57106676,6.80563571,58.18011022,68.79757307,385.35125078,3
0.08446232,2.99759225,26.02640363,27.89146774,150.90807927,186.60377206,257.61791823,0.14800268,4.19632294,24.62881029,27.78370759,103.66514983,130.52758501,0.36114396,7.83217588,28.41383294,143.15720797,171.94300655,60.05394704,0.55751039,8.44896361,12.24266619,109.62567911,67.80100114,1.12251662,12.58365272,113.40343087,293.39769068,87.33555498,1.35600104,4.77280064,72.30720646,59.01007289,2.38433036,54.11772969,339.81803518,7.24658948,1.03159280,29.97834555,55.04953852,11.85101128,220.87507004,264.62397480,6.12675220,32.50797352,63.80289460,386.39106436,3
0.00718733,1.18971487,21.97481032,87.71483585,92.92961162,330.80924284,239.58113533,0.03316267,2.29748900,21.80098562,65.79679441,96.45715072,80.87419628,0.14230290,6.09125526,44.63726394,23.00918703,234.33474405,30.17259437,0.29519813,7.15518794,39.58068691,92.12919628,22.76725834,0.82108676,14.67017779,38.92202021,231.65896273,213.19388153,1.10626083,15.09075657,64.41532378,71.36600273,2.35479551,23.78135006,277.76501990,94.89080498,2.76510182,29.42502070,73.23269873,5.71254285,187.29013188,215.24903297,6.56639561,42.96845787,54.92981090,376.67412426,3
0.08550286,3.10978724,23.40196799,52.13540986,113.06535908,145.33832037,209.33892538,0.05795573,1.24307265,12.10226069,60.05881908,146.45248430,90.24681392,0.35982444,6.56837134,30.59783016,175.97607294,40.87290653,44.23382166,0.16873896,3.95574090,25.88336558,89.17409633,46.04673306,0.89787390,11.11180584,140.74426191,262.58284989,95.33413487,0.62473193,8.69919914,37.24056727,19.41384264,1.91069876,64.74454659,342.69046088,2.02013219,1.59297716,10.00626400,33.22189925,13.75101697,228.37052930,265.30994862,1.64160583,31.02538975,66.41828357,391.40073181,3
0.11531070,1.14904945,21.08946915,102.89129043,65.50510778,231.31904780,302.52584319,0.06141144,3.52781448,40.47805431,60.82482025,90.85944603,134.85014031,0.13419763,6.29692883,60.38702951,53.79262672,201.90282907,65.90720064,0.44968568,12.95156535,46.08741876,146.44858877,111.74377613,0.89634212,21.70075044,37.08306967,343.04355132,104.74013830,1.98549031,19.83054636,129.72229749,74.94270379,3.69239788,15.46054048,380.70594585,22.92628323,3.89774888,67.50407295,38.61676798,3.02919834,240.02850328,341.95552410,16.24898856,47.54217985,68.04597698,485.45387625,3
0.06199491,0.66085288,21.30393891,92.75186629,156.77528482,325.56305342,250.43464944,0.09962147,2.82382658,16.76949365,27.04651528,166.61049862,195.46114241,0.08348061,6.28258310,51.78730645,77.04225131,185.67669108,71.61461431,0.36549147,4.88045692,24.97941064,159.14824758,119.39441290,0.88351996,17.96820628,30.90214077,233.47509545,287.01480469,0.70209734,12.01274178,123.40567752,28.93725859,2.98324844,10.52694278,320.67375965,126.86389840,2.50814630,62.88094385,45.12488180,2.10195516,220.07476099,271.57197212,15.21066657,51.88529548,64.74204453,478.41922527,3
0.02800699,2.27185615,25.63314660,45.42822796,51.87548919,188.31052992,173.87643682,0.16698751,2.89483662,32.76704365,148.83854229,207.16695970,177.91145575,0.27550615,7.53012058,24.09384356,75.40840683,44.08844443,4.10856348,0.38681934,10.64313859,84.25820731,154.48666496,127.40869774,1.06091599,8.35411538,73.03365965,241.55255860,143.77950834,1.64510839,30.92592839,94.23361718,62.91937453,1.40974788,36.45143171,340.36745704,2.01724411,5.53944688,40.91546245,102.29456433,8.05750698,233.03485994,329.80944604,9.05927685,97.19963220,68.61389197,484.57480679,3
0.07068868,2.57034019,34.62892909,89.29886388,131.11687935,251.43623788,242.39285737,0.11523943,2.14185835,7.04001954,63.50521501,223.48083071,173.15789609,0.30654003,9.88606575,48.67973699,52.77857080,183.78372356,6.79771857,0.28686166,2.75059946,28.80972579,159.87175528,109.17155974,1.36256153,16.79511696,34.61446613,273.29175932,153.67557828,0.47544398,10.07908944,84.10982680,44.63483557,2.79105138,19.31736308,335.17319989,7.87914862,1.88617702,31.21019791,5.48767288,4.62921883,222.69206345,329.05702198,6.27631200,6.68437735,64.80730193,483.15302658,3
0.02199806,1.34374884,22.21331000,32.08862374,111.04781578,165.98937133,212.77323097,0.06789627,4.92863433,49.28947708,63.52190425,96.57228370,97.96551981,0.16185267,6.43665062,19.99122183,111.30022936,110.81667134,14.79466872,0.63381481,15.55106370,45.00729248,86.78248913,119.77724168,0.89970579,7.69257684,84.75668669,288.30717799,162.69132313,2.35527693,18.57181625,57.59794033,118.18754961,1.37609825,38.56316678,348.29620248,32.69266386,3.55264135,26.40189791,56.48733099,8.14378104,225.99152222,270.55931304,6.08813827,33.57208034,64.91532748,414.67449119,3
0.07976939,3.41289025,31.20270423,25.57813148,136.00863197,207.97000440,122.12644561,0.10590307,3.98387279,26.27668080,12.58299911,135.97241791,146.55585101,0.41065021,9.09778978,16.96116166,144.14710091,102.75272143,64.09024069,0.53690798,9.20212782,14.82427465,104.06038816,58.68107681,1.27947034,7.14964899,110.80586233,291.10199948,175.36840006,1.49693279,8.62952132,59.28381944,104.46390739,1.36156580,50.95632434,371.84667489,5.81146761,1.97822524,24.65190996,90.50305312,10.87186235,246.76147799,333.53375287,5.57909322,42.74811413,71.67910740,484.02996914,3
0.01661508,1.67112866,20.34611712,49.64983935,77.26819819,146.28848635,156.78514029,0.10207587,3.27747392,22.27632493,30.57111078,191.29888433,72.35213858,0.19390692,5.78921982,31.46798693,115.51285126,218.07535135,18.41782539,0.41830510,7.12791930,15.17280884,175.66179496,156.62839089,0.79568466,11.65801364,94.85017127,365.87397801,75.34429886,1.09147188,4.95803457,115.31708164,173.11932132,2.01020525,44.26012879,375.99991552,115.73830265,0.82994628,49.80701556,135.59873193,9.47076132,228.32719295,411.55656985,10.67674195,78.63842051,63.56285232,501.46433139,3
0.09566048,3.03515166,23.99845809,18.65920803,124.18159635,187.95507515,202.30378816,0.14483439,3.34652997,11.03032926,70.33875080,108.00244387,209.99416916,0.36845461,7.31334320,23.57052397,121.66978651,153.18233153,36.66426341,0.44861752,4.28575489,31.28360052,118.81255196,129.91498811,1.05721746,11.00664455,105.79333265,276.69921280,87.40145898,0.73894894,8.96785927,88.04414655,80.89869584,2.13473592,52.46787831,336.74851157,28.75624336,1.27411461,41.16163066,49.71678566,11.68728257,223.15648052,303.83135968,9.29737715,20.92704974,65.02303982,426.48007298,3
0.20254173,4.57135073,33.63835818,106.63079174,144.59277268,58.88839614,176.71283152,0.16864217,2.68822140,7.49694511,38.75882179,127.48042377,55.04780986,0.57648168,10.81438205,72.04198706,207.90033483,103.61528402,43.86825345,0.36321623,2.85109822,15.77773682,111.91335754,41.87378475,1.61748576,28.07068052,172.98037069,287.86404656,53.79621131,0.49867636,4.02707888,69.28559529,97.27656469,5.02599520,82.89675533,347.15651013,48.57226903,0.54095593,28.39205957,93.72860161,18.16858915,228.77871397,287.05870402,5.87248827,54.76186098,66.65692722,390.90575871,3
0.07269331,1.44832640,27.22781390,65.26639053,85.78138827,233.05433686,126.09963565,0.07364540,5.09641532,33.34128584,56.28449436,125.49219878,237.59330081,0.17709507,8.06294727,35.74088452,94.38650848,161.17589813,24.88921802,0.65667394,11.74021794,25.37685707,96.84694164,209.96456000,1.14677016,12.60558321,74.57506868,228.11496578,183.37384325,1.90924295,9.57938472,66.99800287,170.27682449,2.14612982,34.58009841,309.68328099,87.62405104,1.93374134,32.55077687,113.68167084,7.37582105,215.01922270,212.46892197,7.71948794,53.13633494,63.93112080,381.83711391,3
0.09004255,3.22976854,30.12649044,46.04743678,102.42127994,120.73888189,258.89197607,0.04388304,0.78058753,8.93430373,9.38120939,120.64020171,76.48062828,0.38158009,8.52001469,27.33961012,134.75296116,165.45995802,32.28930589,0.09913672,2.97916628,9.37002509,97.43985003,124.05937711,1.16876211,10.30844940,111.57253516,370.07623813,115.50785732,0.47098766,5.05370631,61.60161187,154.23742193,1.82667494,52.83112503,421.04675314,33.15203317,1.10948826,26.92754074,143.04563491,11.43254580,267.91725582,361.01059188,5.93843791,90.47879772,76.37637777,501.07121652,3
0.01895189,2.24065102,33.18891130,76.88569505,97.86278244,206.79724511,308.43690573,0.07360778,0.99759443,8.08140090,50.27397060,120.51771799,173.13411596,0.26598533,9.28388760,39.91085757,107.44877362,154.83867013,65.38254410,0.12481997,2.37243680,18.90248119,83.05051221,122.84766815,1.26146372,13.48799429,87.96548800,323.30010475,132.55517316,0.34063536,4.78913864,42.54931111,67.51354561,2.22056684,41.72030840,394.10242820,22.74336532,0.63399689,14.84460916,40.88783537,9.03702159,258.45710252,301.42711160,2.68995190,29.20937248,74.69782247,462.90904763,3
0.05388762,2.06388799,23.83109423,76.05946555,16.39645312,337.82053021,231.04724203,0.02892021,1.77946812,16.26207870,9.99521672,56.14059286,69.83132088,0.24365119,6.83697128,39.04929989,48.48957200,253.24953937,35.80859184,0.22672209,5.24186191,6.69666234,59.57532488,114.15371669,0.94325478,12.83696942,52.83326711,358.00807687,163.39579373,0.81027548,4.36430863,39.95233145,136.89855844,2.05676963,27.11260251,405.25653358,66.44048810,1.02017669,16.90271260,117.93679426,6.05898874,259.62202772,476.33042411,3.50804083,68.86302809,74.19201477,630.20741659,3
0.11777318,1.72877702,28.95527375,85.67443487,107.04756262,213.87180632,263.06306565,0.22794251,4.49525938,30.74955346,148.15260912,245.51208339,187.94783457,0.23661176,9.03194916,50.66823750,65.55615585,84.16224650,49.04662073,0.61412443,10.86386628,90.53189615,187.23483920,177.47210446,1.32858110,18.58105673,39.71894258,220.46096578,124.64951462,1.77647015,35.15823273,121.91500208,75.77569554,3.22984239,16.88867896,318.66220538,0.61689937,6.55969429,58.34827259,66.12436292,3.49216875,220.61753091,335.00059361,14.00405969,95.51117015,65.30439676,496.00425280,3
0.07054664,3.47895650,34.58762992,84.87835201,151.77551315,229.36520499,356.47782996,0.04183883,1.10140029,8.37027375,45.04763118,94.93854234,56.22028480,0.41806426,9.99868778,46.12711149,150.50802724,113.53514927,119.94904386,0.13616148,2.23563008,22.74429609,93.14757331,27.39011048,1.39446563,16.14603868,121.77201715,245.03736560,110.63811765,0.29907813,7.68538026,65.09641377,66.03359733,2.72959394,58.29173524,355.79194293,41.78858576,1.30058643,29.66996816,88.17312063,12.75349187,249.11513215,267.58049496,6.61880473,65.15216626,74.25897290,440.15678512,3
0.02477569,1.46107678,18.53449222,49.53998125,103.29030802,227.39605867,168.82168303,0.09212974,3.21785159,22.82885610,38.75691928,127.32726605,28.53011464,0.17163030,5.06289803,21.87762246,105.36299083,91.82538752,61.44481393,0.40102321,7.37551145,31.78961531,83.33185770,114.26718331,0.67705532,6.53850942,79.91003346,272.56719345,155.81547553,1.12965992,14.03526474,55.07267012,129.25750797,0.98610291,36.16714036,340.17072181,48.07221255,2.77820245,28.57650310,89.66760699,7.60414590,220.55747557,390.90924329,7.16821005,40.36006955,63.04905327,516.28643258,3
0.00763992,0.57042766,8.16379911,73.68100647,121.40268820,274.92364927,182.85896775,0.05790199,0.69592625,14.05288570,65.63861584,159.16602652,35.80764574,0.06248820,2.09526620,33.30312070,44.43508827,161.29489568,91.61170878,0.08608195,4.08837449,44.40309932,61.89448661,43.92542588,0.26545782,9.89963148,25.70149774,236.19975016,192.10821993,0.58741709,17.87374167,24.85650034,51.19979729,1.46826950,14.78174307,275.46099795,7.93358507,3.35524983,20.61250215,68.79395354,3.58706635,175.92504625,334.35212392,6.26475500,60.77716886,49.95938088,455.89084281,3
0.20254188,1.01905056,26.43778871,94.28554149,114.07428043,282.30582061,254.37256885,0.19024464,3.23289267,45.88773955,39.44037132,121.26550946,95.94711283,0.13301655,8.23879882,56.87810827,52.86816343,171.79184684,43.19665310,0.44130762,16.69555797,45.82916227,116.76143219,86.86028611,1.21609073,21.40972541,37.16918075,227.77638609,155.79240607,2.77882014,23.17542490,78.76461255,129.12673298,3.80485737,17.46347154,322.15989135,66.32722878,4.95970184,34.61616996,77.65910571,3.68704442,226.29810981,255.51726322,7.51954479,37.30533700,67.61655088,436.79543591,3
0.33814176,7.21995277,42.33539733,75.42433916,142.68774924,120.34967020,273.17331272,0.23207423,3.33395982,7.05599448,96.26729202,144.92046994,104.70060067,0.94050790,14.45745383,65.75456828,188.89501358,137.93657443,142.09515697,0.47508984,1.96162675,53.88546198,171.82717605,47.94798168,2.26056707,29.17517873,174.26335105,297.24224854,14.39253798,0.31236757,18.70599555,131.31650362,87.42454974,5.64611397,90.24674326,384.47019275,41.30781151,3.14246884,62.81562249,91.56458787,20.81553512,267.86577065,298.36832738,14.42279280,59.02560009,80.75316965,438.58911042,3
0.05214455,2.26554851,36.00598762,94.27634548,65.38063466,256.40860202,182.98575703,0.11078010,1.44285319,20.87881751,42.22314556,178.85342805,50.90615663,0.27886287,10.59548232,57.48282748,124.95577690,73.12522041,14.31344644,0.17004423,6.32611227,40.44891720,130.37417229,45.17848185,1.49471806,21.20288855,108.47384515,210.39542413,118.59669857,0.93030040,18.75582240,92.42601419,57.09131337,3.67123572,52.07270812,319.81481338,9.55749116,3.80520731,47.43865274,57.25563176,11.34293051,222.91189905,315.10933828,11.69145475,45.60117900,66.05962798,456.51898014,3
0.09901029,3.53844674,33.64859199,70.78486193,154.86729720,282.58824334,313.83218040,0.02619652,0.26667991,6.02681440,35.09732906,113.38919823,51.48770718,0.42613084,9.74250308,37.95049998,60.86303854,188.98200628,102.40276218,0.02079165,1.40940363,17.10662373,102.05683130,12.96307259,1.35811830,13.38274792,55.41538655,210.94414705,94.99223984,0.16739602,5.79325030,70.37329953,61.37390460,2.28554207,32.20426365,297.42338926,20.80276246,1.00315500,32.47526951,96.10455844,7.73379665,210.57597271,262.30340303,7.36488005,76.94746031,63.12691104,412.49671626,3
0.03584244,2.75411437,30.71050361,50.28964353,166.01346110,272.95952980,289.26781939,0.05389015,1.58529069,16.44564500,12.28218206,103.48462651,61.20010055,0.32717171,8.80833882,23.82747582,110.91835135,153.26943691,64.06892485,0.20050754,5.44120826,4.25286205,101.53864865,30.09682314,1.22016688,8.12119195,85.16251783,197.54759531,148.45895779,0.85698855,3.28475916,72.04172943,83.04724514,1.38915986,41.56636627,305.93064684,78.59052884,0.82667951,33.02900449,89.17767673,9.21826590,218.99971980,215.80258032,7.36467882,57.17438585,65.78957408,385.58573911,3
0.04186815,2.03431120,22.53052131,60.37521140,87.11396162,251.26567590,369.24069848,0.09917996,2.02328571,9.54775700,133.58463970,135.44640974,195.78731923,0.24136117,6.47540003,30.11185002,64.89997218,147.13444322,105.50167854,0.24050075,2.76173621,71.24189856,119.85296484,117.29738842,0.89507666,9.86282482,58.09280687,263.11720190,114.67920902,0.39198785,24.79470954,80.97744684,56.82288455,1.58722772,29.36549494,344.46293298,22.00473540,4.25663145,36.64696697,83.72716257,6.56770861,231.89666190,291.29113980,8.18615345,69.19536260,67.74336150,450.22015312,3
0.05427776,1.35276101,27.63699959,71.74508989,51.10778771,271.16444698,87.23520820,0.04024821,3.56394081,37.00060469,36.08403736,193.24191123,137.12775691,0.16043546,7.92391054,39.33699293,74.22961228,82.76279533,135.98924767,0.46253024,12.25280725,28.68080263,125.06895250,45.36364572,1.09691760,13.66523527,62.37841383,268.15200987,245.10175319,1.91366196,13.46103697,63.15687020,62.10920617,2.28418461,28.93745816,357.77764211,31.72621367,2.78656433,22.91727095,48.43767081,6.11829478,237.76487327,356.03350193,4.48574553,17.67358601,68.79947519,523.41869722,3
0.07207574,2.45556331,16.00415080,11.91994221,71.57668308,265.91969982,223.33352371,0.07663715,2.84379869,12.16934878,80.94305377,224.59896643,231.03878406,0.28903620,4.64885787,5.02489700,67.80787846,122.18549640,36.19362988,0.35776254,4.16109773,38.07345166,174.27389565,122.72948375,0.64801286,1.71123564,68.24166328,209.49436493,207.91361534,0.66733617,12.52952849,107.16611978,50.68642432,0.30444386,35.01515466,302.62844100,69.44272869,2.13598797,46.44534109,53.70021771,7.84906536,208.54344743,261.85718593,10.25986541,36.75264637,61.40605089,425.26412929,3
